ano,id_municipio,id_uf,sigla_uf,nome_municipio,pct_alfabetizados,meta_pct,gap_meta_pct,atingiu_meta,n_avaliados,ponto_corte,camada
2024,5104906,51,MT,Mun_5104906,54.87,62.0,-7.130000000000003,False,,743,gold
2024,3306156,33,RJ,Mun_3306156,82.96,62.0,20.959999999999994,True,,743,gold
2024,2205854,22,PI,Mun_2205854,55.88,62.0,-6.119999999999997,False,,743,gold
2024,2917409,29,BA,Mun_2917409,56.86,62.0,-5.140000000000001,False,,743,gold
2024,3525409,35,SP,Mun_3525409,49.55,62.0,-12.450000000000003,False,,743,gold
2024,3553203,35,SP,Mun_3553203,57.37,62.0,-4.630000000000003,False,,743,gold
2024,4307807,43,RS,Mun_4307807,50.4,62.0,-11.600000000000001,False,,743,gold
2024,2611606,26,PE,Mun_2611606,54.55,62.0,-7.450000000000003,False,,743,gold
2024,2111300,21,MA,Mun_2111300,56.74,62.0,-5.259999999999998,False,,743,gold
2024,3109402,31,MG,Mun_3109402,62.63,62.0,0.6300000000000026,True,,743,gold
2024,2411403,24,RN,Mun_2411403,59.53,62.0,-2.469999999999999,False,,743,gold
2024,2407609,24,RN,Mun_2407609,26.32,62.0,-35.68,False,,743,gold
2024,2503001,25,PB,Mun_2503001,29.81,62.0,-32.19,False,,743,gold
2024,4208807,42,SC,Mun_4208807,57.64,62.0,-4.359999999999999,False,,743,gold
2024,2516805,25,PB,Mun_2516805,63.35,62.0,1.3500000000000014,True,,743,gold
2024,3135209,31,MG,Mun_3135209,57.52,62.0,-4.479999999999997,False,,743,gold
2024,2611507,26,PE,Mun_2611507,58.1,62.0,-3.8999999999999986,False,,743,gold
2024,2927705,29,BA,Mun_2927705,37.36,62.0,-24.64,False,,743,gold
2024,4319901,43,RS,Mun_4319901,43.8,62.0,-18.200000000000003,False,,743,gold
2024,3149150,31,MG,Mun_3149150,46.09,62.0,-15.909999999999997,False,,743,gold
2024,2100477,21,MA,Mun_2100477,56.29,62.0,-5.710000000000001,False,,743,gold
2024,1708304,17,TO,Mun_1708304,40.0,62.0,-22.0,False,,743,gold
2024,2933455,29,BA,Mun_2933455,55.37,62.0,-6.630000000000003,False,,743,gold
2024,3118403,31,MG,Mun_3118403,54.72,62.0,-7.280000000000001,False,,743,gold
2024,2111805,21,MA,Mun_2111805,54.44,62.0,-7.560000000000002,False,,743,gold
2024,3103405,31,MG,Mun_3103405,62.93,62.0,0.9299999999999997,True,,743,gold
2024,4114104,41,PR,Mun_4114104,62.29,62.0,0.28999999999999915,True,,743,gold
2024,2403608,24,RN,Mun_2403608,34.18,62.0,-27.82,False,,743,gold
2024,4100509,41,PR,Mun_4100509,78.17,62.0,16.17,True,,743,gold
2024,2501906,25,PB,Mun_2501906,34.72,62.0,-27.28,False,,743,gold
2024,4205407,42,SC,Mun_4205407,49.64,62.0,-12.36,False,,743,gold
2024,2702801,27,AL,Mun_2702801,49.34,62.0,-12.659999999999997,False,,743,gold
2024,2111532,21,MA,Mun_2111532,55.64,62.0,-6.359999999999999,False,,743,gold
2024,2514651,25,PB,Mun_2514651,30.0,62.0,-32.0,False,,743,gold
2024,4305975,43,RS,Mun_4305975,52.3,62.0,-9.700000000000003,False,,743,gold
2024,1716307,17,TO,Mun_1716307,37.96,62.0,-24.04,False,,743,gold
2024,4314134,43,RS,Mun_4314134,50.0,62.0,-12.0,False,,743,gold
2024,4300851,43,RS,Mun_4300851,55.0,62.0,-7.0,False,,743,gold
2024,2210979,22,PI,Mun_2210979,50.0,62.0,-12.0,False,,743,gold
2024,4303400,43,RS,Mun_4303400,50.0,62.0,-12.0,False,,743,gold
2024,2203107,22,PI,Mun_2203107,85.0,62.0,23.0,True,,743,gold
2024,4217105,42,SC,Mun_4217105,56.74,62.0,-5.259999999999998,False,,743,gold
2024,5208152,52,GO,Mun_5208152,79.76,62.0,17.760000000000005,True,,743,gold
2024,2704005,27,AL,Mun_2704005,56.66,62.0,-5.340000000000003,False,,743,gold
2024,2105922,21,MA,Mun_2105922,78.44,62.0,16.439999999999998,True,,743,gold
2024,3166402,31,MG,Mun_3166402,75.0,62.0,13.0,True,,743,gold
2024,4120309,41,PR,Mun_4120309,75.0,62.0,13.0,True,,743,gold
2024,1200708,12,AC,Mun_1200708,52.34,62.0,-9.659999999999997,False,,743,gold
2024,1507979,15,PA,Mun_1507979,65.58,62.0,3.5799999999999983,True,,743,gold
2024,4305900,43,RS,Mun_4305900,43.4,62.0,-18.6,False,,743,gold
2024,2920502,29,BA,Mun_2920502,43.58,62.0,-18.42,False,,743,gold
2024,4115309,41,PR,Mun_4115309,66.98,62.0,4.980000000000004,True,,743,gold
2024,4219101,42,SC,Mun_4219101,52.72,62.0,-9.280000000000001,False,,743,gold
2024,1720903,17,TO,Mun_1720903,42.45,62.0,-19.549999999999997,False,,743,gold
2024,1200203,12,AC,Mun_1200203,51.43,62.0,-10.57,False,,743,gold
2024,2615003,26,PE,Mun_2615003,59.64,62.0,-2.3599999999999994,False,,743,gold
2024,2112902,21,MA,Mun_2112902,60.19,62.0,-1.8100000000000023,False,,743,gold
2024,3142908,31,MG,Mun_3142908,67.01,62.0,5.010000000000005,True,,743,gold
2024,4315602,43,RS,Mun_4315602,43.6,62.0,-18.4,False,,743,gold
2024,3128600,31,MG,Mun_3128600,51.62,62.0,-10.380000000000003,False,,743,gold
2024,1508357,15,PA,Mun_1508357,70.18,62.0,8.180000000000007,True,,743,gold
2024,4300406,43,RS,Mun_4300406,44.4,62.0,-17.6,False,,743,gold
2024,2403509,24,RN,Mun_2403509,47.13,62.0,-14.869999999999997,False,,743,gold
2024,2205565,22,PI,Mun_2205565,59.52,62.0,-2.479999999999997,False,,743,gold
2024,1507102,15,PA,Mun_1507102,69.85,62.0,7.849999999999994,True,,743,gold
2024,2110104,21,MA,Mun_2110104,80.19,62.0,18.189999999999998,True,,743,gold
2024,4121505,41,PR,Mun_4121505,77.0,62.0,15.0,True,,743,gold
2024,4300877,43,RS,Mun_4300877,43.5,62.0,-18.5,False,,743,gold
2024,2708808,27,AL,Mun_2708808,42.43,62.0,-19.57,False,,743,gold
2024,4209409,42,SC,Mun_4209409,52.91,62.0,-9.090000000000003,False,,743,gold
2024,3146255,31,MG,Mun_3146255,71.68,62.0,9.680000000000007,True,,743,gold
2024,2930006,29,BA,Mun_2930006,42.37,62.0,-19.630000000000003,False,,743,gold
2024,2406304,24,RN,Mun_2406304,28.89,62.0,-33.11,False,,743,gold
2024,4302907,43,RS,Mun_4302907,49.6,62.0,-12.399999999999999,False,,743,gold
2024,5201454,52,GO,Mun_5201454,87.09,62.0,25.090000000000003,True,,743,gold
2024,3102704,31,MG,Mun_3102704,77.96,62.0,15.959999999999994,True,,743,gold
2024,2409100,24,RN,Mun_2409100,42.72,62.0,-19.28,False,,743,gold
2024,4322608,43,RS,Mun_4322608,61.1,62.0,-0.8999999999999986,False,,743,gold
2024,4300901,43,RS,Mun_4300901,40.2,62.0,-21.799999999999997,False,,743,gold
2024,2923803,29,BA,Mun_2923803,39.8,62.0,-22.200000000000003,False,,743,gold
2024,4322509,43,RS,Mun_4322509,41.3,62.0,-20.700000000000003,False,,743,gold
2024,2204204,22,PI,Mun_2204204,48.78,62.0,-13.219999999999999,False,,743,gold
2024,2512804,25,PB,Mun_2512804,44.22,62.0,-17.78,False,,743,gold
2024,2602803,26,PE,Mun_2602803,55.5,62.0,-6.5,False,,743,gold
2024,3151602,31,MG,Mun_3151602,65.98,62.0,3.980000000000004,True,,743,gold
2024,4303905,43,RS,Mun_4303905,45.9,62.0,-16.1,False,,743,gold
2024,2516003,25,PB,Mun_2516003,45.73,62.0,-16.270000000000003,False,,743,gold
2024,2511806,25,PB,Mun_2511806,41.49,62.0,-20.509999999999998,False,,743,gold
2024,4208203,42,SC,Mun_4208203,54.98,62.0,-7.020000000000003,False,,743,gold
2024,1300086,13,AM,Mun_1300086,63.84,62.0,1.8400000000000034,True,,743,gold
2024,5207402,52,GO,Mun_5207402,72.29,62.0,10.290000000000006,True,,743,gold
2024,4313508,43,RS,Mun_4313508,42.3,62.0,-19.700000000000003,False,,743,gold
2024,1718709,17,TO,Mun_1718709,46.58,62.0,-15.420000000000002,False,,743,gold
2024,4118501,41,PR,Mun_4118501,71.14,62.0,9.14,True,,743,gold
2024,2410108,24,RN,Mun_2410108,25.34,62.0,-36.66,False,,743,gold
2024,2911204,29,BA,Mun_2911204,47.2,62.0,-14.799999999999997,False,,743,gold
2024,2413706,24,RN,Mun_2413706,48.74,62.0,-13.259999999999998,False,,743,gold
2024,2604106,26,PE,Mun_2604106,58.37,62.0,-3.6300000000000026,False,,743,gold
2024,2917904,29,BA,Mun_2917904,36.08,62.0,-25.92,False,,743,gold
2024,3113305,31,MG,Mun_3113305,60.84,62.0,-1.1599999999999966,False,,743,gold
2024,5216403,52,GO,Mun_5216403,67.88,62.0,5.8799999999999955,True,,743,gold
